user_message,crisis_label,severity_level,suggested_helpline_id
"Help! Fire broke out in the factory, people are trapped.",Fire Emergency,5,fire_101
"Need ambulance immediately at highway, bus accident. Need help now.",Road Accident,5,ambulance_108
"Lost child found at factory, looks hungry.",Child Helpline,5,child_1098
Please help. I found a little girl who is scared at park.,Child Helpline,5,child_1098
"Everything feels painful, I just want to cutting myself.",Mental Health Crisis,3,mental_health
"Everything feels dark, I just want to killing myself. I am scared.",Mental Health Crisis,3,mental_health
"I need someone to talk to, I am lonely.",Mental Health Crisis,3,mental_health
Lost money from my bank account due to lottery scam. Call police.,Cyber Crime,1,cyber_1930
"Please help. Lost child found at street, looks hungry.",Child Helpline,5,child_1098
Someone hacked my facebook.,Cyber Crime,3,cyber_1930
I am being following by a guy at park.,Women Safety,5,women_1091
"Domestic violence happening at my neighbor's house, he is abusing her.",Domestic Violence,4,women_1091
"Bad accident on the crossing, injured.",Road Accident,4,ambulance_108
Help! The slum area is on fire!,Fire Emergency,5,fire_101
"Help! Need ambulance immediately at junction, bike accident.",Road Accident,5,ambulance_108
I feel suicidal and want to end it all.,Mental Health Crisis,4,mental_health
I am extremely trapped and thinking of suicide. Need help now.,Mental Health Crisis,5,mental_health
There is a huge fire at school! Call police.,Fire Emergency,5,fire_101
"Domestic violence happening at my neighbor's house, he is hitting her.",Domestic Violence,4,women_1091
My photos are being shared on telegram.,Cyber Crime,2,cyber_1930
"Need ambulance immediately at main road, truck accident.",Road Accident,4,ambulance_108
Please help. Someone is abusing me. Call police.,Women Safety,5,women_1091
Urgent. My photos are being shared on internet.,Cyber Crime,2,cyber_1930
My father is abusing me.,Domestic Violence,3,women_1091
"Two cars crashed, people are not moving.",Road Accident,4,ambulance_108
Help! The apartment is on fire! Please hurry.,Fire Emergency,5,fire_101
"Please help, I am alone and man is harassing me.",Women Safety,4,women_1091
I found a minor who is injured at temple.,Child Helpline,5,child_1098
"Fire broke out in the market, people are trapped. Need help now.",Fire Emergency,5,fire_101
Call the fire brigade! building is burning. Need help now.,Fire Emergency,5,fire_101
"Reporting child labor at temple, little boy is working there.",Child Helpline,3,child_1098
Urgent. A man is chasing me and I feel unsafe.,Women Safety,5,women_1091
"I think I am being harassing, he is following me.",Women Safety,5,women_1091
I am being stalking by a driver at metro station.,Women Safety,4,women_1091
"Bad accident on the crossing, stuck inside. Please hurry.",Road Accident,5,ambulance_108
I am being stalking by a group of men at metro station. I am scared.,Women Safety,3,women_1091
"Two cars crashed, people are stuck inside.",Road Accident,4,ambulance_108
Emergency! My photos are being leaked on whatsapp. Need help now.,Cyber Crime,3,cyber_1930
I received a phishing link asking for details.,Cyber Crime,2,cyber_1930
Help! The school is on fire! I am scared.,Fire Emergency,5,fire_101
"Need ambulance immediately at highway, bike accident.",Road Accident,5,ambulance_108
"Lost child found at temple, looks injured. I am scared.",Child Helpline,5,child_1098
Someone leaked my instagram.,Cyber Crime,3,cyber_1930
Help! I am being threatening by a man at dark street.,Women Safety,3,women_1091
"Please help. I suspect child abuse next door, the kid is always lost. Need help now.",Child Helpline,4,child_1098
I am extremely lonely and thinking of killing myself. Please hurry.,Mental Health Crisis,4,mental_health
"I want to jumping off, I can't take it anymore.",Mental Health Crisis,5,mental_health
"Having severe depression, please help.",Mental Health Crisis,3,mental_health
"Reporting a fake call scam, they stole my identity.",Cyber Crime,3,cyber_1930
Electric short circuit caused a fire in factory.,Fire Emergency,5,fire_101
"Urgent. I want to ending my life, I can't take it anymore.",Mental Health Crisis,4,mental_health
Please help. There is a small fire at apartment! Call police.,Fire Emergency,5,fire_101
I feel trapped and nobody cares.,Mental Health Crisis,4,mental_health
I feel anxious and nobody cares.,Mental Health Crisis,5,mental_health
Someone morphed my phone. I am scared.,Cyber Crime,3,cyber_1930
"Please help. I am scared of my husband, he is threatening me.",Domestic Violence,5,women_1091
"Need ambulance immediately at crossing, bike accident.",Road Accident,5,ambulance_108
I am extremely suicidal and thinking of suicide.,Mental Health Crisis,4,mental_health
I am being abusing by a driver at office. Need help now.,Women Safety,5,women_1091
Urgent. A man is chasing me and I feel unsafe.,Women Safety,3,women_1091
I am being stalking by a stranger at metro station.,Women Safety,5,women_1091
"Emergency! Hit and run case at crossing, victim is injured.",Road Accident,5,ambulance_108
Urgent. A truck hit a child at highway.,Road Accident,5,ambulance_108
"Everything feels dark, I just want to taking pills.",Mental Health Crisis,5,mental_health
"My friend is talking about cutting myself, I'm scared.",Mental Health Crisis,5,mental_health
"Hit and run case at crossing, victim is bleeding heavily.",Road Accident,4,ambulance_108
"Need ambulance immediately at main road, bike accident.",Road Accident,5,ambulance_108
Help! I received a UPI fraud asking for details.,Cyber Crime,3,cyber_1930
Lost money from my bank account due to lottery scam.,Cyber Crime,3,cyber_1930
Someone blocked my bank account. Call police.,Cyber Crime,3,cyber_1930
Someone morphed my phone. Need help now.,Cyber Crime,3,cyber_1930
"Emergency! Lost child found at temple, looks lost.",Child Helpline,4,child_1098
"Emergency! Fire broke out in the market, people are trapped. Call police.",Fire Emergency,5,fire_101
Help! I am extremely lonely and thinking of taking pills.,Mental Health Crisis,4,mental_health
"Urgent. I want to jumping off, I can't take it anymore.",Mental Health Crisis,3,mental_health
Lost money from my bank account due to UPI fraud.,Cyber Crime,1,cyber_1930
A child is being forced to beg in the park.,Child Helpline,5,child_1098
A truck hit a child at junction.,Road Accident,4,ambulance_108
"Domestic violence happening at my neighbor's house, he is locking her. I am scared.",Domestic Violence,4,women_1091
"Hit and run case at highway, victim is injured.",Road Accident,4,ambulance_108
"Help! Domestic violence happening at my neighbor's house, he is abusing her.",Domestic Violence,4,women_1091
My photos are being blocked on social media.,Cyber Crime,1,cyber_1930
A bus hit a biker at crossing. Call police.,Road Accident,5,ambulance_108
I found a little boy who is injured at park.,Child Helpline,4,child_1098
Someone morphed my email. I am scared.,Cyber Crime,2,cyber_1930
"Having severe panic attacks, please help.",Mental Health Crisis,5,mental_health
Electric short circuit caused a fire in factory.,Fire Emergency,5,fire_101
I am extremely lonely and thinking of suicide. I am scared.,Mental Health Crisis,4,mental_health
"I want to suicide, I can't take it anymore.",Mental Health Crisis,5,mental_health
A man is harassing me and I feel unsafe. I am scared.,Women Safety,5,women_1091
There is a small fire at kitchen!,Fire Emergency,5,fire_101
"I think I am being stalking, he is following me.",Women Safety,3,women_1091
"Reporting child labor at factory, kid is working there.",Child Helpline,4,child_1098
My husband is locking me.,Domestic Violence,3,women_1091
"Reporting a fraud message scam, they stole my password.",Cyber Crime,3,cyber_1930
"Fire broke out in the school, people are trapped.",Fire Emergency,5,fire_101
I found a little boy who is crying at shop. Please hurry.,Child Helpline,5,child_1098
"Help! Reporting child labor at factory, little boy is working there.",Child Helpline,4,child_1098
Someone morphed my phone.,Cyber Crime,3,cyber_1930
Emergency! I feel lonely and nobody cares.,Mental Health Crisis,4,mental_health
"Help! Reporting a lottery scam scam, they stole my details.",Cyber Crime,2,cyber_1930
"I want to suicide, I can't take it anymore.",Mental Health Crisis,3,mental_health
I received a UPI fraud asking for password. Please hurry.,Cyber Crime,1,cyber_1930
Emergency! My father is abusing me. Please hurry.,Domestic Violence,4,women_1091
"I suspect child abuse next door, the little girl is always hungry.",Child Helpline,3,child_1098
Lost money from my bank account due to fraud message.,Cyber Crime,3,cyber_1930
I found a kid who is injured at temple.,Child Helpline,4,child_1098
"Please help, I am alone and stranger is stalking me.",Women Safety,3,women_1091
There is a huge fire at building! Please hurry.,Fire Emergency,5,fire_101
Someone morphed my bank account.,Cyber Crime,3,cyber_1930
"Urgent. Domestic violence happening at my neighbor's house, he is hitting her. I am scared.",Domestic Violence,4,women_1091
He is drunk and throwing things at me and the kids.,Domestic Violence,3,women_1091
I feel depressed and don't see a way out.,Mental Health Crisis,5,mental_health
I am extremely lonely and thinking of ending my life.,Mental Health Crisis,4,mental_health
"Hit and run case at junction, victim is stuck inside. Need help now.",Road Accident,4,ambulance_108
He is drunk and abusing me and the kids. Need help now.,Domestic Violence,5,women_1091
Urgent. Help! The school is on fire! Please hurry.,Fire Emergency,5,fire_101
A bike hit a biker at junction.,Road Accident,5,ambulance_108
"Help! I am scared of my brother-in-law, he is locking me.",Domestic Violence,4,women_1091
"Reporting child labor at shop, little boy is working there.",Child Helpline,3,child_1098
He is drunk and beating me and the kids.,Domestic Violence,4,women_1091
"I am scared of my partner, he is beating me.",Domestic Violence,5,women_1091
Someone shared my facebook. Need help now.,Cyber Crime,1,cyber_1930
"Emergency! Reporting a lottery scam scam, they stole my identity.",Cyber Crime,3,cyber_1930
Call the fire brigade! office is burning.,Fire Emergency,5,fire_101
Someone morphed my bank account.,Cyber Crime,2,cyber_1930
He is drunk and abusing me and the kids.,Domestic Violence,5,women_1091
"Need help immediately at park, man is trying to harassing me. Need help now.",Women Safety,3,women_1091
Help! The slum area is on fire! Call police.,Fire Emergency,5,fire_101
"Please help. Hit and run case at junction, victim is injured. I am scared.",Road Accident,4,ambulance_108
"Lost child found at park, looks bruised.",Child Helpline,4,child_1098
I am being threatening by a guy at metro station.,Women Safety,5,women_1091
"Emergency! Having severe hallucinations, please help.",Mental Health Crisis,3,mental_health
I feel hopeless and want to end it all.,Mental Health Crisis,4,mental_health
"Emergency! Hit and run case at main road, victim is unconscious. Please hurry.",Road Accident,5,ambulance_108
Urgent. I am extremely depressed and thinking of killing myself.,Mental Health Crisis,5,mental_health
"I think I am being chasing, he is following me.",Women Safety,3,women_1091
"I am scared of my father, he is abusing me. I am scared.",Domestic Violence,4,women_1091
A man is abusing me and I feel unsafe.,Women Safety,5,women_1091
"I am scared of my father, he is beating me.",Domestic Violence,3,women_1091
"Bad accident on the crossing, stuck inside.",Road Accident,5,ambulance_108
"Need help immediately at park, group of men is trying to touching me.",Women Safety,3,women_1091
"Help! Need help immediately at cab, stranger is trying to threatening me. Please hurry.",Women Safety,3,women_1091
